RequestedISIN;RequestedDate;referenceDate;compositeLiquidityScore;concentrationWeightedLiquidityScore;holdingScore;turnoverScore;isin;amountType;ecbTiering;ecbHaircut;optionFlag;zeroCouponFlag;couponPaymentDate;couponRecordDate;interestPeriodStartDate;interestPeriodEndDate;couponPaymentFrequency;rateType;couponInterestRate;couponGrossAmount;aggregatedHoldingData.freeFloatHolding;aggregatedHoldingData.freeFloatHoldingEur;aggregatedHoldingData.freeFloatMarketValueEur;aggregatedHoldingData.concentration;aggregatedHoldingData.averageHoldingSizeEur;aggregatedHoldingData.averageHoldingSizeMarketValueEur;aggregatedHoldingData.medianHoldingSizeEur;aggregatedHoldingData.medianHoldingSizeMarketValueEur;aggregatedHoldingData.simpleMovingAverage['30'].concentration;aggregatedHoldingData.simpleMovingAverage['30'].concentrationDelta;aggregatedHoldingData.simpleMovingAverage['30'].freeFloatHolding;aggregatedHoldingData.simpleMovingAverage['30'].freeFloatHoldingDelta;aggregatedHoldingData.simpleMovingAverage['30'].averageHoldingSize;aggregatedHoldingData.simpleMovingAverage['30'].averageHoldingSizeDelta;aggregatedHoldingData.simpleMovingAverage['30'].medianHoldingSize;aggregatedHoldingData.simpleMovingAverage['30'].medianHoldingSizeDelta;aggregatedTransactionData.totalVolCurrentBD.volumeEur;aggregatedTransactionData.totalVolNext1BD.volumeEur;aggregatedTransactionData.totalVolNext2BD.volumeEur;aggregatedTransactionData.transactionCount;aggregatedTransactionData.averageTicketSizeEur;aggregatedTransactionData.averageGrossSettlementPriceEur;aggregatedTransactionData.medianTicketSizeEur;aggregatedTransactionData.medianGrossSettlementPriceEur;aggregatedTransactionData.settlementVWAPEur;aggregatedTransactionData.simpleMovingAverage['30'].concentration;aggregatedTransactionData.simpleMovingAverage['30'].concentrationDelta;aggregatedTransactionData.simpleMovingAverage['30'].volume;aggregatedTransactionData.simpleMovingAverage['30'].volumeDelta;aggregatedTransactionData.simpleMovingAverage['30'].averageTicketSize;aggregatedTransactionData.simpleMovingAverage['30'].averageTicketSizeDelta;aggregatedTransactionData.simpleMovingAverage['30'].medianTicketSize;aggregatedTransactionData.simpleMovingAverage['30'].medianTicketSizeDelta;aggregatedTransactionData.simpleMovingAverage['30'].averageGrossSettlementPrice;aggregatedTransactionData.simpleMovingAverage['30'].averageGrossSettlementPriceDelta;aggregatedTransactionData.simpleMovingAverage['30'].medianGrossSettlementPrice;aggregatedTransactionData.simpleMovingAverage['30'].medianGrossSettlementPriceDelta;aggregatedTransactionData.simpleMovingAverage['30'].settlementVWAP;aggregatedTransactionData.simpleMovingAverage['30'].settlementVWAPDelta;transaction.transactionId;transaction.transactionDate;transaction.settlementDate;transaction.transactionType;transaction.transactionStatus;transaction.quantity;transaction.quantityUnit;transaction.cashAmount;transaction.cashSettlementCurrency;transaction.grossSettlementPrice;transaction.receivingPartyType;transaction.deliveringPartyType
AT0000A2XLD9;2023-09-27;2023-09-27T00:00:00;0.9463334699;0.9504301516;0.9606718558;0.9672265465;AT0000A2XLD9;A;T1;H01.50;N;N;2026-04-28T00:00:00;2026-04-27T00:00:00;2025-04-28T00:00:00;2026-04-28T00:00:00;ANNUA;FIX;1.375;13.75;1.071E8;1.071E8;9.871407E7;6.0;1.785E7;1.6452345E7;2700000.0;2488590.0;6.0;0.0;1.0752E8;-0.0039;1.638E7;0.0897;2280000.0;0.1842;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT0000A33SH3;2023-09-27;2023-09-27T00:00:00;0.8293172691;0.8373493976;0.8072289157;0.8554216867;AT0000A33SH3;A;T1;H01.50;N;N;2026-05-23T00:00:00;2026-05-22T00:00:00;2025-05-23T00:00:00;2026-05-23T00:00:00;ANNUA;FIX;2.9;29.0;1.363857E9;1.363857E9;1.34140791378E9;85.0;1.60453764706E7;1.57812695739E7;2000000.0;1967080.0;81.0;0.0;1.3799719666667E9;-0.0117;1.70800397755E7;-0.0606;2065666.6667;-0.0318;6.3827E7;7.3632E7;1.8719E7;19.0;3359315.7895;99.6635;105000.0;99.8072;99.6579;23.0;0.0;1.107065666667E8;-0.4235;5086427.8597;-0.3396;180250.0;-0.4175;100.299;-0.0063;100.391;-0.0058;100.0642;-0.0041;;;;;;;;;;;;
AT0000A32562;2023-09-27;2023-09-27T00:00:00;0.9549365014;0.9746005735;0.9967226546;0.9799262597;AT0000A32562;A;T1;H14.00;N;N;2026-01-16T00:00:00;2026-01-15T00:00:00;2025-01-16T00:00:00;2026-01-16T00:00:00;ANNUA;FIX;4.0;40.0;2.311E8;2.311E8;2.251593434E8;55.0;4201818.1818;4093806.2436;1500000.0;1461441.0;55.0;0.0;2.332366666667E8;-0.0092;4214689.3329;-0.0031;1641666.6667;-0.0863;1700000.0;1200000.0;3800000.0;4.0;425000.0;100.7135;400000.0;100.7085;100.7115;;;750000.0;1.2667;;;;;;;;;54.1337;0.8604;;;;;;;;;;;;
AT0000A326N4;2023-09-27;2023-09-27T00:00:00;0.837361737;0.8758705449;0.9405981155;0.8988119623;AT0000A326N4;A;T1;H02.50;N;N;2026-01-31T00:00:00;2026-01-30T00:00:00;2025-01-31T00:00:00;2026-01-31T00:00:00;ANNUA;FIX;3.125;31.25;4.97E7;4.97E7;4.83966175E7;6.0;8283333.3333;8066102.9167;2500000.0;2434437.5;6.0;0.0;4.97E7;0.0;8283333.3333;0.0;2500000.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT0000A34QR4;2023-09-27;2023-09-27T00:00:00;0.8320360508;0.9561655059;0.9922163048;0.9262597296;AT0000A34QR4;A;T1;H14.00;N;N;2026-05-30T00:00:00;2026-05-29T00:00:00;2025-05-30T00:00:00;2026-05-30T00:00:00;ANNUA;FIX;4.25;42.5;1.789E8;1.789E8;1.76790769E8;44.0;4065909.0909;4017972.0227;1250000.0;1235262.5;39.0;0.0;1.690966666667E8;0.058;4266720.0828;-0.0471;1178333.3333;0.0608;100000.0;1.14E7;7300000.0;;;;;;;3.0;0.0;2200000.0;-0.9545;501362.7451;-0.8005;385000.0;-0.7403;53.9385;0.8657;53.8822;0.8677;53.9511;0.8653;;;;;;;;;;;;
AT0000A326N4;2023-09-26;2023-09-26T00:00:00;0.8402294142;0.8775092175;0.9397787792;0.9024989758;AT0000A326N4;A;T1;H02.50;N;N;2026-01-31T00:00:00;2026-01-30T00:00:00;2025-01-31T00:00:00;2026-01-31T00:00:00;ANNUA;FIX;3.125;31.25;4.97E7;4.97E7;4.843265E7;6.0;8283333.3333;8072108.3333;2500000.0;2436250.0;6.0;0.0;4.97E7;0.0;8283333.3333;0.0;2500000.0;0.0;0.0;;;;;;;;;;;0.0;0.0;;;;;;;;;0.0;0.0;;;;;;;;;;;;
AT0000A34QR4;2023-09-26;2023-09-26T00:00:00;0.9754199099;0.9954936501;0.9901679639;0.9864809504;AT0000A34QR4;A;T1;H14.00;N;N;2026-05-30T00:00:00;2026-05-29T00:00:00;2025-05-30T00:00:00;2026-05-30T00:00:00;ANNUA;FIX;4.25;42.5;1.811E8;1.811E8;1.79450179E8;43.0;4211627.907;4173259.9767;1300000.0;1288157.0;39.0;0.0;1.683433333333E8;0.0758;4261439.7797;-0.0117;1170000.0;0.1111;4600000.0;100000.0;1.14E7;;;;;;;3.0;0.0;2203333.3333;1.0877;501362.7451;3.5875;385000.0;4.974;53.9263;-1.0;53.87;-1.0;53.9389;-1.0;;;;;;;;;;;;
AT0000A32562;2023-09-26;2023-09-26T00:00:00;0.9516591561;0.9705038918;0.9946743138;0.9782875871;AT0000A32562;A;T1;H14.00;N;N;2026-01-16T00:00:00;2026-01-15T00:00:00;2025-01-16T00:00:00;2026-01-16T00:00:00;ANNUA;FIX;4.0;40.0;2.331E8;2.331E8;2.274482574E8;57.0;4089473.6842;3990320.3053;1500000.0;1463631.0;55.0;0.0;2.333033333333E8;-9.0E-4;4224051.8038;-0.0319;1653333.3333;-0.0927;2100000.0;1700000.0;1200000.0;10.0;210000.0;101.0244;150000.0;101.0126;101.0026;;;713333.3333;1.9439;;;;;;;;;54.1298;0.8659;;;;;;;;;;;;
AT0000A2XLD9;2023-09-26;2023-09-26T00:00:00;0.9520688243;0.9557558378;0.9619008603;0.9680458828;AT0000A2XLD9;A;T1;H01.50;N;N;2026-04-28T00:00:00;2026-04-27T00:00:00;2025-04-28T00:00:00;2026-04-28T00:00:00;ANNUA;FIX;1.375;13.75;1.071E8;1.071E8;9.878904E7;6.0;1.785E7;1.646484E7;2700000.0;2490480.0;6.0;0.0;1.075433333333E8;-0.0041;1.62983333333E7;0.0952;2256666.6667;0.1965;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT0000A33SH3;2023-09-26;2023-09-26T00:00:00;0.8815261044;0.8493975904;0.8072289157;0.8795180723;AT0000A33SH3;A;T1;H01.50;N;N;2026-05-23T00:00:00;2026-05-22T00:00:00;2025-05-23T00:00:00;2026-05-23T00:00:00;ANNUA;FIX;2.9;29.0;1.317205E9;1.317205E9;1.2972361722E9;82.0;1.60634756098E7;1.58199533195E7;2000000.0;1969680.0;80.0;0.0;1.3819764E9;-0.0469;1.71460335556E7;-0.0631;2065666.6667;-0.0318;1.34719E8;6.3827E7;7.3632E7;28.0;4811392.8571;99.8646;199000.0;99.9808;100.0308;22.0;0.0;1.111476E8;0.2121;5207959.7576;-0.0761;181816.6667;0.0945;100.3129;-0.0045;100.3999;-0.0042;100.0773;-5.0E-4;;;;;;;;;;;;
AT0000A33SH3;2023-09-25;2023-09-25T00:00:00;0.8534136546;0.8795180723;0.8052208835;0.8574297189;AT0000A33SH3;A;T1;H01.50;N;N;2026-05-23T00:00:00;2026-05-22T00:00:00;2025-05-23T00:00:00;2026-05-23T00:00:00;ANNUA;FIX;2.9;29.0;1.3339E9;1.3339E9;1.315545536E9;84.0;1.58797619048E7;1.5661256381E7;2000000.0;1972480.0;80.0;0.0;1.3840301666667E9;-0.0362;1.72153291054E7;-0.0776;2066666.6667;-0.0323;6.9521E7;1.34719E8;6.3827E7;13.0;5347769.2308;100.8964;8000.0;100.3413;100.0525;22.0;0.0;1.111285666667E8;-0.3744;5260513.3291;0.0166;208516.6667;-0.9616;100.3287;0.0057;100.4108;-7.0E-4;100.0843;-3.0E-4;;;;;;;;;;;;
AT0000A34QR4;2023-09-25;2023-09-25T00:00:00;0.8869315854;0.9553461696;0.9913969685;0.9512494879;AT0000A34QR4;A;T1;H14.00;N;N;2026-05-30T00:00:00;2026-05-29T00:00:00;2025-05-30T00:00:00;2026-05-30T00:00:00;ANNUA;FIX;4.25;42.5;1.812E8;1.812E8;1.79679732E8;44.0;4118181.8182;4083630.2727;1300000.0;1289093.0;39.0;0.0;1.680666666667E8;0.0781;4265052.1828;-0.0344;1160000.0;0.1207;300000.0;4600000.0;100000.0;3.0;100000.0;0.0;100000.0;0.0;0.0;3.0;0.0;2053333.3333;-0.8539;428029.4118;-0.7664;311666.6667;-0.6791;53.9263;-1.0;53.87;-1.0;53.9389;-1.0;;;;;;;;;;;;
AT0000A326N4;2023-09-25;2023-09-25T00:00:00;0.839819746;0.8783285539;0.9401884474;0.9008603032;AT0000A326N4;A;T1;H02.50;N;N;2026-01-31T00:00:00;2026-01-30T00:00:00;2025-01-31T00:00:00;2026-01-31T00:00:00;ANNUA;FIX;3.125;31.25;4.97E7;4.97E7;4.84388625E7;6.0;8283333.3333;8073143.75;2500000.0;2436562.5;6.0;0.0;4.97E7;0.0;8283333.3333;0.0;2500000.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT0000A2XLD9;2023-09-25;2023-09-25T00:00:00;0.9590331831;0.9594428513;0.9631298648;0.9717328964;AT0000A2XLD9;A;T1;H01.50;N;N;2026-04-28T00:00:00;2026-04-27T00:00:00;2025-04-28T00:00:00;2026-04-28T00:00:00;ANNUA;FIX;1.375;13.75;1.071E8;1.071E8;9.8794395E7;6.0;1.785E7;1.64657325E7;2700000.0;2490615.0;6.0;0.0;1.075666666667E8;-0.0043;1.62166666667E7;0.1007;2233333.3333;0.209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT0000A32562;2023-09-25;2023-09-25T00:00:00;0.9164276936;0.9713232282;0.9959033183;0.968455551;AT0000A32562;A;T1;H14.00;N;N;2026-01-16T00:00:00;2026-01-15T00:00:00;2025-01-16T00:00:00;2026-01-16T00:00:00;ANNUA;FIX;4.0;40.0;2.332E8;2.332E8;2.279632608E8;56.0;4164285.7143;4070772.5143;1600000.0;1564070.4;55.0;0.0;2.333166666667E8;-5.0E-4;4231871.8168;-0.016;1661666.6667;-0.0371;900000.0;2100000.0;1700000.0;4.0;225000.0;103.2611;150000.0;103.2611;103.2611;;;683333.3333;0.3171;;;;;;;;;54.1248;0.9078;;;;;;;;;;;;
AT0000A2XLD9;2023-09-22;2023-09-22T00:00:00;0.9655878738;0.9639492011;0.965997542;0.9721425645;AT0000A2XLD9;A;T1;H01.50;N;N;2026-04-28T00:00:00;2026-04-27T00:00:00;2025-04-28T00:00:00;2026-04-28T00:00:00;ANNUA;FIX;1.375;13.75;1.071E8;1.071E8;9.878904E7;6.0;1.785E7;1.646484E7;2700000.0;2490480.0;6.0;0.0;1.0759E8;-0.0046;1.6135E7;0.1063;2210000.0;0.2217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT0000A326N4;2023-09-22;2023-09-22T00:00:00;0.8439164277;0.8799672265;0.94182712;0.9012699713;AT0000A326N4;A;T1;H02.50;N;N;2026-01-31T00:00:00;2026-01-30T00:00:00;2025-01-31T00:00:00;2026-01-31T00:00:00;ANNUA;FIX;3.125;31.25;4.97E7;4.97E7;4.84512875E7;6.0;8283333.3333;8075214.5833;2500000.0;2437187.5;6.0;0.0;4.97E7;0.0;8283333.3333;0.0;2500000.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT0000A32562;2023-09-22;2023-09-22T00:00:00;0.9590331831;0.973371569;0.9963129865;0.9819746006;AT0000A32562;A;T1;H14.00;N;N;2026-01-16T00:00:00;2026-01-15T00:00:00;2025-01-16T00:00:00;2026-01-16T00:00:00;ANNUA;FIX;4.0;40.0;2.338E8;2.338E8;2.289617428E8;57.0;4101754.386;4016872.6807;1500000.0;1468959.0;55.0;0.0;2.333266666667E8;0.002;4237198.0954;-0.032;1666666.6667;-0.1;2600000.0;900000.0;2100000.0;10.0;260000.0;101.9277;250000.0;101.0687;101.8649;;;653333.3333;2.9796;;;;;;;;;50.6828;1.0099;;;;;;;;;;;;
AT0000A34QR4;2023-09-22;2023-09-22T00:00:00;0.9913969685;0.9963129865;0.9913969685;0.992625973;AT0000A34QR4;A;T1;H14.00;N;N;2026-05-30T00:00:00;2026-05-29T00:00:00;2025-05-30T00:00:00;2026-05-30T00:00:00;ANNUA;FIX;4.25;42.5;1.791E8;1.791E8;1.77848091E8;45.0;3980000.0;3952179.8;1300000.0;1290913.0;39.0;0.0;1.668333333333E8;0.0735;4251027.3188;-0.0638;1150000.0;0.1304;1.59E7;300000.0;4600000.0;5.0;3180000.0;100.9033;2600000.0;100.9033;100.9033;;;2046666.6667;6.7687;;;;;;;;;57.3048;0.7608;;;;;;;;;;;;
AT0000A33SH3;2023-09-22;2023-09-22T00:00:00;0.8554216867;0.8052208835;0.8072289157;0.8654618474;AT0000A33SH3;A;T1;H01.50;N;N;2026-05-23T00:00:00;2026-05-22T00:00:00;2025-05-23T00:00:00;2026-05-23T00:00:00;ANNUA;FIX;2.9;29.0;1.338544E9;1.338544E9;1.31971737864E9;82.0;1.63237073171E7;1.60941143737E7;2489500.0;2454485.1825;80.0;0.0;1.3870285E9;-0.035;1.73273775825E7;-0.0579;2067666.6667;0.204;4.9132E7;6.9521E7;1.34719E8;25.0;1965280.0;99.8728;78000.0;99.9792;99.8461;22.0;0.0;1.115692333333E8;-0.5596;5279256.7357;-0.6277;212450.0;-0.6329;100.3181;-0.0044;100.4243;-0.0044;100.1024;-0.0026;;;;;;;;;;;;
AT0000A32562;2023-09-21;2023-09-21T00:00:00;0.9721197212;0.9827798278;0.9979499795;0.9881098811;AT0000A32562;A;T1;H14.00;N;N;2026-01-16T00:00:00;2026-01-15T00:00:00;2025-01-16T00:00:00;2026-01-16T00:00:00;ANNUA;FIX;4.0;40.0;2.35E8;2.35E8;2.298347E8;57.0;4122807.0175;4032187.7193;1500000.0;1467030.0;55.0;0.0;2.333133333333E8;0.0072;4236964.1773;-0.0269;1666666.6667;-0.1;4300000.0;2600000.0;900000.0;9.0;477777.7778;100.8698;300000.0;100.8693;100.8708;;;580000.0;6.4138;;;;;;;;;50.7255;0.9886;;;;;;;;;;;;
AT0000A326N4;2023-09-21;2023-09-21T00:00:00;0.8454284543;0.8831488315;0.9417794178;0.9044690447;AT0000A326N4;A;T1;H02.50;N;N;2026-01-31T00:00:00;2026-01-30T00:00:00;2025-01-31T00:00:00;2026-01-31T00:00:00;ANNUA;FIX;3.125;31.25;4.97E7;4.97E7;4.84413475E7;6.0;8283333.3333;8073557.9167;2500000.0;2436687.5;6.0;0.0;4.97E7;0.0;8283333.3333;0.0;2500000.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT0000A33SH3;2023-09-21;2023-09-21T00:00:00;0.9397590361;0.8835341365;0.8052208835;0.9116465863;AT0000A33SH3;A;T1;H01.50;N;N;2026-05-23T00:00:00;2026-05-22T00:00:00;2025-05-23T00:00:00;2026-05-23T00:00:00;ANNUA;FIX;2.9;29.0;1.355675E9;1.355675E9;1.336946349875E9;87.0;1.55824712644E7;1.53671994239E7;2000000.0;1972370.0;80.0;0.0;1.3889264333333E9;-0.0239;1.74034682274E7;-0.1046;2051350.0;-0.025;2.08831E8;4.9132E7;6.9521E7;43.0;4856534.8837;99.8008;89000.0;99.9393;99.2833;22.0;0.0;1.109583333333E8;0.8821;5260421.6447;-0.0768;212016.6667;-0.5802;100.3468;-0.0054;100.4545;-0.0051;100.1214;-0.0084;;;;;;;;;;;;
