RequestedISIN;RequestedDate;referenceDate;compositeLiquidityScore;concentrationWeightedLiquidityScore;holdingScore;turnoverScore;isin;amountType;ecbTiering;ecbHaircut;optionFlag;zeroCouponFlag;couponPaymentDate;couponRecordDate;interestPeriodStartDate;interestPeriodEndDate;couponPaymentFrequency;rateType;couponInterestRate;couponGrossAmount;aggregatedHoldingData.freeFloatHolding;aggregatedHoldingData.freeFloatHoldingEur;aggregatedHoldingData.freeFloatMarketValueEur;aggregatedHoldingData.concentration;aggregatedHoldingData.averageHoldingSizeEur;aggregatedHoldingData.averageHoldingSizeMarketValueEur;aggregatedHoldingData.medianHoldingSizeEur;aggregatedHoldingData.medianHoldingSizeMarketValueEur;aggregatedHoldingData.simpleMovingAverage['30'].concentration;aggregatedHoldingData.simpleMovingAverage['30'].concentrationDelta;aggregatedHoldingData.simpleMovingAverage['30'].freeFloatHolding;aggregatedHoldingData.simpleMovingAverage['30'].freeFloatHoldingDelta;aggregatedHoldingData.simpleMovingAverage['30'].averageHoldingSize;aggregatedHoldingData.simpleMovingAverage['30'].averageHoldingSizeDelta;aggregatedHoldingData.simpleMovingAverage['30'].medianHoldingSize;aggregatedHoldingData.simpleMovingAverage['30'].medianHoldingSizeDelta;aggregatedTransactionData.totalVolCurrentBD.volumeEur;aggregatedTransactionData.totalVolNext1BD.volumeEur;aggregatedTransactionData.totalVolNext2BD.volumeEur;aggregatedTransactionData.transactionCount;aggregatedTransactionData.averageTicketSizeEur;aggregatedTransactionData.averageGrossSettlementPriceEur;aggregatedTransactionData.medianTicketSizeEur;aggregatedTransactionData.medianGrossSettlementPriceEur;aggregatedTransactionData.settlementVWAPEur;aggregatedTransactionData.simpleMovingAverage['30'].concentration;aggregatedTransactionData.simpleMovingAverage['30'].concentrationDelta;aggregatedTransactionData.simpleMovingAverage['30'].volume;aggregatedTransactionData.simpleMovingAverage['30'].volumeDelta;aggregatedTransactionData.simpleMovingAverage['30'].averageTicketSize;aggregatedTransactionData.simpleMovingAverage['30'].averageTicketSizeDelta;aggregatedTransactionData.simpleMovingAverage['30'].medianTicketSize;aggregatedTransactionData.simpleMovingAverage['30'].medianTicketSizeDelta;aggregatedTransactionData.simpleMovingAverage['30'].averageGrossSettlementPrice;aggregatedTransactionData.simpleMovingAverage['30'].averageGrossSettlementPriceDelta;aggregatedTransactionData.simpleMovingAverage['30'].medianGrossSettlementPrice;aggregatedTransactionData.simpleMovingAverage['30'].medianGrossSettlementPriceDelta;aggregatedTransactionData.simpleMovingAverage['30'].settlementVWAP;aggregatedTransactionData.simpleMovingAverage['30'].settlementVWAPDelta;transaction.transactionId;transaction.transactionDate;transaction.settlementDate;transaction.transactionType;transaction.transactionStatus;transaction.quantity;transaction.quantityUnit;transaction.cashAmount;transaction.cashSettlementCurrency;transaction.grossSettlementPrice;transaction.receivingPartyType;transaction.deliveringPartyType
AT0000A32562;2024-02-27;2024-02-27T00:00:00;0.9524174981;0.981580967;0.9953952417;0.981580967;AT0000A32562;A;T1;H14.00;N;N;2026-01-16T00:00:00;2026-01-15T00:00:00;2025-01-16T00:00:00;2026-01-16T00:00:00;ANNUA;FIX;4.0;40.0;2.265E8;2.265E8;2.2990979442E8;54.0;4194444.4444;4257588.7856;1100000.0;1116559.708;53.0;0.0;2.2355E8;0.0132;4147317.4555;0.0114;1166666.6667;-0.0571;1300000.0;1200000.0;;4.0;325000.0;102.464;250000.0;102.464;102.379;4.0;0.0;2830000.0;-0.5406;550673.2804;-0.4098;473333.3333;-0.4718;75.4859;0.3574;75.4606;0.3578;75.4938;0.3561;;;;;;;;;;;;
AT0000A34QR4;2024-02-27;2024-02-27T00:00:00;0.978894858;0.9915579432;0.9696853415;0.9881043745;AT0000A34QR4;A;T1;H14.00;N;N;2026-05-30T00:00:00;2026-05-29T00:00:00;2025-05-30T00:00:00;2026-05-30T00:00:00;ANNUA;FIX;4.25;42.5;1.392E8;1.392E8;1.42688352E8;44.0;3163636.3636;3242917.0909;850000.0;871301.0;46.0;0.0;1.463333333333E8;-0.0487;3183098.1741;-0.0061;873333.3333;-0.0267;;;600000.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT0000A326N4;2024-02-27;2024-02-27T00:00:00;0.9769762087;0.9792785879;0.9600920952;0.9735226401;AT0000A326N4;A;T1;H02.50;N;N;2026-01-31T00:00:00;2026-01-30T00:00:00;2025-01-31T00:00:00;2026-01-31T00:00:00;ANNUA;FIX;3.125;31.25;4.28E7;4.28E7;4.234953E7;4.0;1.07E7;1.05873825E7;1250000.0;1236843.75;4.0;0.0;4.313E7;-0.0077;8910500.0;0.2008;1033333.3333;0.2097;;1300000.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT0000A33SH3;2024-02-27;2024-02-27T00:00:00;0.8421052632;0.8308270677;0.8327067669;0.8928571429;AT0000A33SH3;A;T1;H01.50;N;N;2026-05-23T00:00:00;2026-05-22T00:00:00;2025-05-23T00:00:00;2026-05-23T00:00:00;ANNUA;FIX;2.9;29.0;1.682475E9;1.682475E9;1.6984585125E9;111.0;1.51574324324E7;1.53014280405E7;2000000.0;2019000.0;109.0;0.0;1.5363507E9;0.0951;1.40562201024E7;0.0783;1858616.6667;0.0761;2.0691E7;2.7763E7;7733000.0;23.0;899608.6957;103.2519;56000.0;103.323;103.3243;22.0;0.0;1.735526E8;-0.8808;4766779.6102;-0.8113;373350.0;-0.85;103.8836;-0.0061;103.8997;-0.0056;103.8164;-0.0047;;;;;;;;;;;;
AT0000A2XLD9;2024-02-27;2024-02-27T00:00:00;0.8392171911;0.8679969302;0.9347659248;0.9224865695;AT0000A2XLD9;A;T1;H01.50;N;N;2026-04-28T00:00:00;2026-04-27T00:00:00;2025-04-28T00:00:00;2026-04-28T00:00:00;ANNUA;FIX;1.375;13.75;1.071E8;1.071E8;1.0089891E8;6.0;1.785E7;1.6816485E7;2700000.0;2543670.0;6.0;0.0;1.0713E8;-3.0E-4;1.76842857143E7;0.0094;2653333.3333;0.0176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT0000A2XLD9;2024-02-26;2024-02-26T00:00:00;0.8353798926;0.8653108212;0.9351496546;0.9198004605;AT0000A2XLD9;A;T1;H01.50;N;N;2026-04-28T00:00:00;2026-04-27T00:00:00;2025-04-28T00:00:00;2026-04-28T00:00:00;ANNUA;FIX;1.375;13.75;1.071E8;1.071E8;1.0092033E8;6.0;1.785E7;1.6820055E7;2700000.0;2544210.0;6.0;0.0;1.071566666667E8;-5.0E-4;1.76030952381E7;0.014;2630000.0;0.0266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT0000A33SH3;2024-02-26;2024-02-26T00:00:00;0.7293233083;0.7387218045;0.8402255639;0.8214285714;AT0000A33SH3;A;T1;H01.50;N;N;2026-05-23T00:00:00;2026-05-22T00:00:00;2025-05-23T00:00:00;2026-05-23T00:00:00;ANNUA;FIX;2.9;29.0;1.653679E9;1.653679E9;1.6656130390926E9;117.0;1.4134008547E7;1.42360088811E7;1959000.0;1973137.4369;108.0;0.0;1.514411E9;0.092;1.38958491223E7;0.0171;1828716.6667;0.0712;3366000.0;2.0691E7;2.7763E7;20.0;168300.0;103.2123;35500.0;103.2642;103.2646;22.0;0.0;1.747873333333E8;-0.9807;4865088.2092;-0.9654;372216.6667;-0.9046;103.9241;-0.0068;103.9377;-0.0065;103.8483;-0.0056;;;;;;;;;;;;
AT0000A326N4;2024-02-26;2024-02-26T00:00:00;0.9846508058;0.9850345357;0.9689178818;0.9765924789;AT0000A326N4;A;T1;H02.50;N;N;2026-01-31T00:00:00;2026-01-30T00:00:00;2025-01-31T00:00:00;2026-01-31T00:00:00;ANNUA;FIX;3.125;31.25;4.28E7;4.28E7;4.24148E7;4.0;1.07E7;1.06037E7;1250000.0;1238750.0;4.0;0.0;4.31433333333E7;-0.008;8841833.3333;0.2102;1025000.0;0.2195;1300000.0;;1300000.0;;;;;;;;;76666.6667;15.9565;;;;;;;;;0.0;0.0;;;;;;;;;;;;
AT0000A32562;2024-02-26;2024-02-26T00:00:00;0.905218726;0.9758250192;0.9942440522;0.965848043;AT0000A32562;A;T1;H14.00;N;N;2026-01-16T00:00:00;2026-01-15T00:00:00;2025-01-16T00:00:00;2026-01-16T00:00:00;ANNUA;FIX;4.0;40.0;2.259E8;2.259E8;2.297403E8;54.0;4183333.3333;4254450.0;1100000.0;1118700.0;53.0;0.0;2.2377E8;0.0095;4148775.3679;0.0083;1186666.6667;-0.073;500000.0;1300000.0;1200000.0;;;;;;;4.0;0.0;2806666.6667;-0.8219;549839.9471;-0.5453;475000.0;-0.4737;72.0705;0.4224;72.0451;0.4229;72.0812;0.4222;;;;;;;;;;;;
AT0000A34QR4;2024-02-26;2024-02-26T00:00:00;0.9834996163;0.9927091328;0.9739063699;0.9904067536;AT0000A34QR4;A;T1;H14.00;N;N;2026-05-30T00:00:00;2026-05-29T00:00:00;2025-05-30T00:00:00;2026-05-30T00:00:00;ANNUA;FIX;4.25;42.5;1.392E8;1.392E8;1.42894368E8;44.0;3163636.3636;3247599.2727;850000.0;872559.0;46.0;0.0;1.4648E8;-0.0497;3177365.8509;-0.0043;868333.3333;-0.0211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT0000A34QR4;2024-02-23;2024-02-23T00:00:00;0.9885627144;0.9969500572;0.9851315288;0.9927563858;AT0000A34QR4;A;T1;H14.00;N;N;2026-05-30T00:00:00;2026-05-29T00:00:00;2025-05-30T00:00:00;2026-05-30T00:00:00;ANNUA;FIX;4.25;42.5;1.392E8;1.392E8;1.43140752E8;44.0;3163636.3636;3253198.9091;850000.0;874063.5;46.0;0.0;1.466533333333E8;-0.0508;3176548.9866;-0.0041;865000.0;-0.0173;6700000.0;;;5.0;1340000.0;106.0871;1400000.0;106.0701;106.0934;3.0;0.0;3806666.6667;0.7601;1003067.3401;0.3359;795000.0;0.761;77.511;0.3687;77.5462;0.3678;77.421;0.3703;;;;;;;;;;;;
AT0000A32562;2024-02-23;2024-02-23T00:00:00;0.948532215;0.9843690431;0.9912314144;0.9778879146;AT0000A32562;A;T1;H14.00;N;N;2026-01-16T00:00:00;2026-01-15T00:00:00;2025-01-16T00:00:00;2026-01-16T00:00:00;ANNUA;FIX;4.0;40.0;2.261E8;2.261E8;2.29980197062E8;53.0;4266037.7358;4339249.0012;1200000.0;1220593.704;54.0;0.0;2.2403E8;0.0092;4150967.2871;0.0277;1206666.6667;-0.0055;1300000.0;500000.0;1300000.0;3.0;433333.3333;102.3463;200000.0;102.3463;102.3463;3.0;0.0;2790000.0;-0.5341;541506.6138;-0.1998;466666.6667;-0.5714;68.6534;0.4908;68.628;0.4913;68.6641;0.4905;;;;;;;;;;;;
AT0000A2XLD9;2024-02-23;2024-02-23T00:00:00;0.8353030881;0.8646587876;0.9298513153;0.9187952726;AT0000A2XLD9;A;T1;H01.50;N;N;2026-04-28T00:00:00;2026-04-27T00:00:00;2025-04-28T00:00:00;2026-04-28T00:00:00;ANNUA;FIX;1.375;13.75;1.071E8;1.071E8;1.01097045E8;6.0;1.785E7;1.68495075E7;2700000.0;2548665.0;6.0;0.0;1.071566666667E8;-5.0E-4;1.76030952381E7;0.014;2630000.0;0.0266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT0000A33SH3;2024-02-23;2024-02-23T00:00:00;0.8893203883;0.8524271845;0.854368932;0.9145631068;AT0000A33SH3;A;T1;H01.50;N;N;2026-05-23T00:00:00;2026-05-22T00:00:00;2025-05-23T00:00:00;2026-05-23T00:00:00;ANNUA;FIX;2.9;29.0;1.62785E9;1.62785E9;1.6417138449812E9;111.0;1.46653153153E7;1.47902148197E7;2000000.0;2017033.32;107.0;0.0;1.4921099666667E9;0.091;1.37666071708E7;0.0653;1801800.0;0.11;4.0147E7;3366000.0;2.0691E7;26.0;1544115.3846;103.4748;135000.0;103.5063;103.473;23.0;0.0;1.772641333333E8;-0.7735;4912314.9439;-0.6857;380033.3333;-0.6448;103.958;-0.0046;103.9703;-0.0045;103.8766;-0.0039;;;;;;;;;;;;
AT0000A326N4;2024-02-23;2024-02-23T00:00:00;0.9679756005;0.9771254289;0.9664506291;0.9672131148;AT0000A326N4;A;T1;H02.50;N;N;2026-01-31T00:00:00;2026-01-30T00:00:00;2025-01-31T00:00:00;2026-01-31T00:00:00;ANNUA;FIX;3.125;31.25;4.32E7;4.32E7;4.28328E7;5.0;8640000.0;8566560.0;1000000.0;991500.0;4.0;0.0;4.31566666667E7;0.001;8773166.6667;-0.0152;1016666.6667;-0.0164;500000.0;1300000.0;;;;;;;;;;33333.3333;14.0;;;;;;;;;0.0;0.0;;;;;;;;;;;;
AT0000A32562;2024-02-22;2024-02-22T00:00:00;0.8833396874;0.9565383149;0.9790316432;0.9603507434;AT0000A32562;A;T1;H14.00;N;N;2026-01-16T00:00:00;2026-01-15T00:00:00;2025-01-16T00:00:00;2026-01-16T00:00:00;ANNUA;FIX;4.0;40.0;2.158E8;2.158E8;2.19045323406E8;51.0;4231372.549;4295006.3413;1100000.0;1116542.427;54.0;0.0;2.242833333333E8;-0.0378;4150402.3929;0.0195;1223333.3333;-0.1008;;1300000.0;500000.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT0000A33SH3;2024-02-22;2024-02-22T00:00:00;0.6038834951;0.6951456311;0.854368932;0.7203883495;AT0000A33SH3;A;T1;H01.50;N;N;2026-05-23T00:00:00;2026-05-22T00:00:00;2025-05-23T00:00:00;2026-05-23T00:00:00;ANNUA;FIX;2.9;29.0;1.743733E9;1.743733E9;1.754602263221E9;116.0;1.50321810345E7;1.51258815795E7;2335000.0;2349554.8256;107.0;0.0;1.4719167666667E9;0.1847;1.36218892528E7;0.1035;1776633.3333;0.3143;281000.0;4.0147E7;3366000.0;6.0;46833.3333;103.5894;27500.0;103.5894;103.5894;23.0;0.0;1.777228666667E8;-0.9984;4955421.6241;-0.9905;376933.3333;-0.927;103.9835;-0.0038;103.996;-0.0039;103.9025;-0.003;;;;;;;;;;;;
AT0000A34QR4;2024-02-22;2024-02-22T00:00:00;0.9843690431;0.9992375143;0.9843690431;0.9893252002;AT0000A34QR4;A;T1;H14.00;N;N;2026-05-30T00:00:00;2026-05-29T00:00:00;2025-05-30T00:00:00;2026-05-30T00:00:00;ANNUA;FIX;4.25;42.5;1.421E8;1.421E8;1.45759075E8;45.0;3157777.7778;3239090.5556;1000000.0;1025750.0;46.0;0.0;1.468266666667E8;-0.0322;3178057.4041;-0.0064;863333.3333;0.1583;3700000.0;6700000.0;;;;;;;;3.0;0.0;3606666.6667;0.0259;970067.3401;2.8142;760000.0;3.8684;77.4761;-1.0;77.5119;-1.0;77.3858;-1.0;;;;;;;;;;;;
AT0000A2XLD9;2024-02-22;2024-02-22T00:00:00;0.8356843309;0.8658025162;0.9302325581;0.9199390011;AT0000A2XLD9;A;T1;H01.50;N;N;2026-04-28T00:00:00;2026-04-27T00:00:00;2025-04-28T00:00:00;2026-04-28T00:00:00;ANNUA;FIX;1.375;13.75;1.071E8;1.071E8;1.0090962E8;6.0;1.785E7;1.681827E7;2700000.0;2543940.0;6.0;0.0;1.071566666667E8;-5.0E-4;1.76030952381E7;0.014;2630000.0;0.0266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT0000A326N4;2024-02-22;2024-02-22T00:00:00;0.0;0.0;0.948532215;0.0;AT0000A326N4;A;T1;H02.50;N;N;2026-01-31T00:00:00;2026-01-30T00:00:00;2025-01-31T00:00:00;2026-01-31T00:00:00;ANNUA;FIX;3.125;31.25;4.32E7;4.32E7;4.2818976E7;5.0;8640000.0;8563795.2;1000000.0;991180.0;4.0;0.0;4.31566666667E7;0.001;8773166.6667;-0.0152;1016666.6667;-0.0164;;500000.0;1300000.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT0000A326N4;2024-02-21;2024-02-21T00:00:00;0.0;0.0;0.9504195271;0.0;AT0000A326N4;A;T1;H02.50;N;N;2026-01-31T00:00:00;2026-01-30T00:00:00;2025-01-31T00:00:00;2026-01-31T00:00:00;ANNUA;FIX;3.125;31.25;4.32E7;4.32E7;4.288086E7;5.0;8640000.0;8576172.0;1000000.0;992612.5;4.0;0.0;4.31566666667E7;0.001;8773166.6667;-0.0152;1016666.6667;-0.0164;;;500000.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT0000A33SH3;2024-02-21;2024-02-21T00:00:00;0.7980582524;0.8601941748;0.8466019417;0.8601941748;AT0000A33SH3;A;T1;H01.50;N;N;2026-05-23T00:00:00;2026-05-22T00:00:00;2025-05-23T00:00:00;2026-05-23T00:00:00;ANNUA;FIX;2.9;29.0;1.694918E9;1.694918E9;1.7146637947E9;119.0;1.42430084034E7;1.44089394513E7;2018000.0;2041509.7;107.0;0.0;1.4461097E9;0.1721;1.34439902184E7;0.0594;1739800.0;0.1599;1.0221E7;281000.0;4.0147E7;7.0;1460142.8571;103.5296;21000.0;103.5733;103.543;23.0;0.0;1.779615E8;-0.9426;4984860.513;-0.7071;376350.0;-0.9442;104.0022;-0.0045;104.0158;-0.0043;103.9158;-0.0036;;;;;;;;;;;;
AT0000A34QR4;2024-02-21;2024-02-21T00:00:00;0.9885583524;0.9946605645;0.9847444699;0.9893211289;AT0000A34QR4;A;T1;H14.00;N;N;2026-05-30T00:00:00;2026-05-29T00:00:00;2025-05-30T00:00:00;2026-05-30T00:00:00;ANNUA;FIX;4.25;42.5;1.384E8;1.384E8;1.41884912E8;44.0;3145454.5455;3224657.0909;850000.0;871403.0;46.0;0.0;1.4691E8;-0.0579;3177580.7535;-0.0101;855000.0;-0.0058;5400000.0;3700000.0;6700000.0;4.0;1350000.0;105.7429;950000.0;105.7429;105.7594;3.0;0.0;3516666.6667;0.5355;863400.6734;0.5636;653333.3333;0.4541;80.9836;0.3057;81.0193;0.3052;80.8933;0.3074;;;;;;;;;;;;
