RequestedISIN;RequestedDate;referenceDate;compositeLiquidityScore;concentrationWeightedLiquidityScore;holdingScore;turnoverScore;isin;amountType;ecbTiering;ecbHaircut;optionFlag;zeroCouponFlag;couponPaymentDate;couponRecordDate;interestPeriodStartDate;interestPeriodEndDate;couponPaymentFrequency;rateType;couponInterestRate;couponGrossAmount;aggregatedHoldingData.freeFloatHolding;aggregatedHoldingData.freeFloatHoldingEur;aggregatedHoldingData.freeFloatMarketValueEur;aggregatedHoldingData.concentration;aggregatedHoldingData.averageHoldingSizeEur;aggregatedHoldingData.averageHoldingSizeMarketValueEur;aggregatedHoldingData.medianHoldingSizeEur;aggregatedHoldingData.medianHoldingSizeMarketValueEur;aggregatedHoldingData.simpleMovingAverage['30'].concentration;aggregatedHoldingData.simpleMovingAverage['30'].concentrationDelta;aggregatedHoldingData.simpleMovingAverage['30'].freeFloatHolding;aggregatedHoldingData.simpleMovingAverage['30'].freeFloatHoldingDelta;aggregatedHoldingData.simpleMovingAverage['30'].averageHoldingSize;aggregatedHoldingData.simpleMovingAverage['30'].averageHoldingSizeDelta;aggregatedHoldingData.simpleMovingAverage['30'].medianHoldingSize;aggregatedHoldingData.simpleMovingAverage['30'].medianHoldingSizeDelta;aggregatedTransactionData.totalVolCurrentBD.volumeEur;aggregatedTransactionData.totalVolNext1BD.volumeEur;aggregatedTransactionData.totalVolNext2BD.volumeEur;aggregatedTransactionData.transactionCount;aggregatedTransactionData.averageTicketSizeEur;aggregatedTransactionData.averageGrossSettlementPriceEur;aggregatedTransactionData.medianTicketSizeEur;aggregatedTransactionData.medianGrossSettlementPriceEur;aggregatedTransactionData.settlementVWAPEur;aggregatedTransactionData.simpleMovingAverage['30'].concentration;aggregatedTransactionData.simpleMovingAverage['30'].concentrationDelta;aggregatedTransactionData.simpleMovingAverage['30'].volume;aggregatedTransactionData.simpleMovingAverage['30'].volumeDelta;aggregatedTransactionData.simpleMovingAverage['30'].averageTicketSize;aggregatedTransactionData.simpleMovingAverage['30'].averageTicketSizeDelta;aggregatedTransactionData.simpleMovingAverage['30'].medianTicketSize;aggregatedTransactionData.simpleMovingAverage['30'].medianTicketSizeDelta;aggregatedTransactionData.simpleMovingAverage['30'].averageGrossSettlementPrice;aggregatedTransactionData.simpleMovingAverage['30'].averageGrossSettlementPriceDelta;aggregatedTransactionData.simpleMovingAverage['30'].medianGrossSettlementPrice;aggregatedTransactionData.simpleMovingAverage['30'].medianGrossSettlementPriceDelta;aggregatedTransactionData.simpleMovingAverage['30'].settlementVWAP;aggregatedTransactionData.simpleMovingAverage['30'].settlementVWAPDelta;transaction.transactionId;transaction.transactionDate;transaction.settlementDate;transaction.transactionType;transaction.transactionStatus;transaction.quantity;transaction.quantityUnit;transaction.cashAmount;transaction.cashSettlementCurrency;transaction.grossSettlementPrice;transaction.receivingPartyType;transaction.deliveringPartyType
AT0000A33SH3;2024-01-29;2024-01-29T00:00:00;0.9318181818;0.9299242424;0.8314393939;0.928030303;AT0000A33SH3;A;T1;H01.50;N;N;2026-05-23T00:00:00;2026-05-22T00:00:00;2025-05-23T00:00:00;2026-05-23T00:00:00;ANNUA;FIX;2.9;29.0;1.570321E9;1.570321E9;1.656688655E9;111.0;1.4147036036E7;1.4925123018E7;2000000.0;2110000.0;99.0;0.0;1.1175696E9;0.4051;1.12533858157E7;0.2571;1431700.0;0.3969;8.8001E7;7.6092E7;6.553E7;21.0;4190523.8095;103.6662;570000.0;103.6512;103.615;24.0;0.0;1.628639333333E8;-0.4597;4075493.6973;0.0282;515416.6667;0.1059;101.045;0.0259;100.97;0.0266;101.074;0.0251;;;;;;;;;;;;
AT0000A34QR4;2024-01-29;2024-01-29T00:00:00;0.9474700657;0.9876400154;0.9810737737;0.9729625338;AT0000A34QR4;A;T1;H14.00;N;N;2026-05-30T00:00:00;2026-05-29T00:00:00;2025-05-30T00:00:00;2026-05-30T00:00:00;ANNUA;FIX;4.25;42.5;1.544E8;1.544E8;1.59697464E8;50.0;3088000.0;3193949.28;900000.0;930879.0;46.0;0.0;1.4427E8;0.0702;3125713.1925;-0.0121;846666.6667;0.063;;4100000.0;9000000.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT0000A2XLD9;2024-01-29;2024-01-29T00:00:00;0.8485901893;0.876013905;0.9370413287;0.9297025879;AT0000A2XLD9;A;T1;H01.50;N;N;2026-04-28T00:00:00;2026-04-27T00:00:00;2025-04-28T00:00:00;2026-04-28T00:00:00;ANNUA;FIX;1.375;13.75;1.071E8;1.071E8;1.01868165E8;6.0;1.785E7;1.69780275E7;2700000.0;2568105.0;6.0;0.0;1.0724E8;-0.0013;1.7445E7;0.0232;2583333.3333;0.0452;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT0000A326N4;2024-01-29;2024-01-29T00:00:00;0.0;0.0;0.9470838161;0.0;AT0000A326N4;A;T1;H02.50;N;N;2026-01-31T00:00:00;2026-01-30T00:00:00;2025-01-31T00:00:00;2026-01-31T00:00:00;ANNUA;FIX;3.125;31.25;4.32E7;4.32E7;4.324428E7;5.0;8640000.0;8648856.0;1000000.0;1001025.0;4.0;0.0;4.31866666667E7;3.0E-4;8708666.6667;-0.0079;1008333.3333;-0.0083;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT0000A32562;2024-01-29;2024-01-29T00:00:00;0.9857087679;0.9911162611;0.9961375048;0.9938200077;AT0000A32562;A;T1;H14.00;N;N;2026-01-16T00:00:00;2026-01-15T00:00:00;2025-01-16T00:00:00;2026-01-16T00:00:00;ANNUA;FIX;4.0;40.0;2.199E8;2.199E8;2.22903519543E8;53.0;4149056.6038;4205726.7838;1200000.0;1216390.284;55.0;0.0;2.3278E8;-0.0553;4182918.7926;-0.0081;1578333.3333;-0.2397;6700000.0;2800000.0;1.16E7;10.0;670000.0;103.0566;500000.0;103.033;103.0535;;;1606666.6667;3.1701;;;;;;;;;56.0016;0.8402;;;;;;;;;;;;
AT0000A2XLD9;2024-01-26;2024-01-26T00:00:00;0.8452611219;0.8735009671;0.9381044487;0.9272727273;AT0000A2XLD9;A;T1;H01.50;N;N;2026-04-28T00:00:00;2026-04-27T00:00:00;2025-04-28T00:00:00;2026-04-28T00:00:00;ANNUA;FIX;1.375;13.75;1.071E8;1.071E8;1.0168074E8;6.0;1.785E7;1.694679E7;2700000.0;2563380.0;6.0;0.0;1.0724E8;-0.0013;1.7445E7;0.0232;2583333.3333;0.0452;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT0000A326N4;2024-01-26;2024-01-26T00:00:00;0.0;0.0;0.946615087;0.0;AT0000A326N4;A;T1;H02.50;N;N;2026-01-31T00:00:00;2026-01-30T00:00:00;2025-01-31T00:00:00;2026-01-31T00:00:00;ANNUA;FIX;3.125;31.25;4.32E7;4.32E7;4.316868E7;5.0;8640000.0;8633736.0;1000000.0;999275.0;4.0;0.0;4.31866666667E7;3.0E-4;8708666.6667;-0.0079;1008333.3333;-0.0083;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT0000A32562;2024-01-26;2024-01-26T00:00:00;0.9733075435;0.9883945841;0.9957446809;0.9883945841;AT0000A32562;A;T1;H14.00;N;N;2026-01-16T00:00:00;2026-01-15T00:00:00;2025-01-16T00:00:00;2026-01-16T00:00:00;ANNUA;FIX;4.0;40.0;2.253E8;2.253E8;2.26432292463E8;55.0;4096363.6364;4116950.7721;1200000.0;1206030.852;55.0;0.0;2.332033333333E8;-0.0339;4183069.2868;-0.0207;1591666.6667;-0.2461;3700000.0;6700000.0;2800000.0;7.0;528571.4286;102.8209;400000.0;102.7862;102.8417;;;1386666.6667;1.6683;;;;;;;;;52.5665;0.9564;;;;;;;;;;;;
AT0000A33SH3;2024-01-26;2024-01-26T00:00:00;0.9563567362;0.9487666034;0.8292220114;0.9411764706;AT0000A33SH3;A;T1;H01.50;N;N;2026-05-23T00:00:00;2026-05-22T00:00:00;2025-05-23T00:00:00;2026-05-23T00:00:00;ANNUA;FIX;2.9;29.0;1.552131E9;1.552131E9;1.5789569922765E9;114.0;1.36151842105E7;1.38504999323E7;1994500.0;2028971.6017;98.0;0.0;1.1025747E9;0.4077;1.11968083182E7;0.216;1422516.6667;0.4021;1.68009E8;8.8001E7;7.6092E7;20.0;8400450.0;103.7326;196000.0;103.7298;103.7511;24.0;0.0;1.622099E8;0.0358;3997413.1739;1.1015;509750.0;-0.6155;101.0453;0.0266;100.971;0.0273;101.0763;0.0265;;;;;;;;;;;;
AT0000A34QR4;2024-01-26;2024-01-26T00:00:00;0.9617021277;0.9914893617;0.9895551257;0.980270793;AT0000A34QR4;A;T1;H14.00;N;N;2026-05-30T00:00:00;2026-05-29T00:00:00;2025-05-30T00:00:00;2026-05-30T00:00:00;ANNUA;FIX;4.25;42.5;1.534E8;1.534E8;1.57908426E8;51.0;3007843.1373;3096243.6471;800000.0;823512.0;46.0;0.0;1.4364E8;0.0679;3127818.6189;-0.0384;846666.6667;-0.0551;1400000.0;;4100000.0;;;;;;;;;2286666.6667;-0.3878;;;;;;;;;56.2113;0.8739;;;;;;;;;;;;
AT0000A32562;2024-01-25;2024-01-25T00:00:00;0.9779411765;0.9852941176;0.9965170279;0.9899380805;AT0000A32562;A;T1;H14.00;N;N;2026-01-16T00:00:00;2026-01-15T00:00:00;2025-01-16T00:00:00;2026-01-16T00:00:00;ANNUA;FIX;4.0;40.0;2.271E8;2.271E8;2.27936050482E8;55.0;4129090.9091;4144291.8269;1200000.0;1204417.704;55.0;0.0;2.334533333333E8;-0.0272;4185095.2608;-0.0134;1605000.0;-0.2523;4600000.0;3700000.0;6700000.0;12.0;383333.3333;102.5362;350000.0;102.5313;102.5347;;;1270000.0;2.622;;;;;;;;;52.6528;0.9474;;;;;;;;;;;;
AT0000A2XLD9;2024-01-25;2024-01-25T00:00:00;0.8482972136;0.875;0.9384674923;0.9303405573;AT0000A2XLD9;A;T1;H01.50;N;N;2026-04-28T00:00:00;2026-04-27T00:00:00;2025-04-28T00:00:00;2026-04-28T00:00:00;ANNUA;FIX;1.375;13.75;1.071E8;1.071E8;1.0165932E8;6.0;1.785E7;1.694322E7;2700000.0;2562840.0;6.0;0.0;1.0724E8;-0.0013;1.7445E7;0.0232;2583333.3333;0.0452;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT0000A34QR4;2024-01-25;2024-01-25T00:00:00;0.0;0.0;0.991873065;0.0;AT0000A34QR4;A;T1;H14.00;N;N;2026-05-30T00:00:00;2026-05-29T00:00:00;2025-05-30T00:00:00;2026-05-30T00:00:00;ANNUA;FIX;4.25;42.5;1.417E8;1.417E8;1.4576679E8;50.0;2834000.0;2915335.8;750000.0;771525.0;45.0;0.0;1.429766666667E8;-0.0089;3128693.5446;-0.0942;848333.3333;-0.1159;0.0;1400000.0;;;;;;;;;;2243333.3333;-1.0;;;;;;;;;56.188;-1.0;;;;;;;;;;;;
AT0000A326N4;2024-01-25;2024-01-25T00:00:00;0.0;0.0;0.9473684211;0.0;AT0000A326N4;A;T1;H02.50;N;N;2026-01-31T00:00:00;2026-01-30T00:00:00;2025-01-31T00:00:00;2026-01-31T00:00:00;ANNUA;FIX;3.125;31.25;4.32E7;4.32E7;4.312116E7;5.0;8640000.0;8624232.0;1000000.0;998175.0;4.0;0.0;4.31866666667E7;3.0E-4;8708666.6667;-0.0079;1008333.3333;-0.0083;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT0000A33SH3;2024-01-25;2024-01-25T00:00:00;0.9943074004;0.9886148008;0.8273244782;0.9867172676;AT0000A33SH3;A;T1;H01.50;N;N;2026-05-23T00:00:00;2026-05-22T00:00:00;2025-05-23T00:00:00;2026-05-23T00:00:00;ANNUA;FIX;2.9;29.0;1.513728E9;1.513728E9;1.5894144E9;124.0;1.2207483871E7;1.28178580645E7;1687000.0;1771350.0;97.0;0.0;1.0887153666667E9;0.3904;1.11734048294E7;0.0925;1417300.0;0.1903;2.81517E9;1.68009E8;8.8001E7;135.0;2.08531111111E7;103.6636;2005000.0;103.6335;103.5913;24.0;4.0;1.575977E8;16.863;3766803.1739;4.536;509300.0;2.9368;101.0409;0.026;100.9657;0.0264;101.0691;0.025;;;;;;;;;;;;
AT0000A326N4;2024-01-24;2024-01-24T00:00:00;0.0;0.0;0.947694692;0.0;AT0000A326N4;A;T1;H02.50;N;N;2026-01-31T00:00:00;2026-01-30T00:00:00;2025-01-31T00:00:00;2026-01-31T00:00:00;ANNUA;FIX;3.125;31.25;4.32E7;4.32E7;4.306824E7;5.0;8640000.0;8613648.0;1000000.0;996950.0;5.0;0.0;4.33033333333E7;-0.0024;8680111.1111;-0.0046;1016666.6667;-0.0164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT0000A33SH3;2024-01-24;2024-01-24T00:00:00;0.9203036053;0.8937381404;0.8235294118;0.9297912713;AT0000A33SH3;A;T1;H01.50;N;N;2026-05-23T00:00:00;2026-05-22T00:00:00;2025-05-23T00:00:00;2026-05-23T00:00:00;ANNUA;FIX;2.9;29.0;1.143677E9;1.143677E9;1.1648431903535E9;94.0;1.21667765957E7;1.23919488335E7;1515000.0;1543038.3171;96.0;0.0;1.0754505333333E9;0.0634;1.1175200422E7;0.0887;1414033.3333;0.0714;4.1186E7;2.81517E9;1.68009E8;22.0;1872090.9091;103.8123;375000.0;103.8426;103.8248;20.0;0.0;6.86400333333E7;-0.4;3397121.6924;-0.4489;450800.0;-0.1681;101.0448;0.0274;100.9704;0.0284;101.078;0.0272;;;;;;;;;;;;
AT0000A2XLD9;2024-01-24;2024-01-24T00:00:00;0.8469585432;0.8736923673;0.9380085238;0.9283223557;AT0000A2XLD9;A;T1;H01.50;N;N;2026-04-28T00:00:00;2026-04-27T00:00:00;2025-04-28T00:00:00;2026-04-28T00:00:00;ANNUA;FIX;1.375;13.75;1.071E8;1.071E8;1.01386215E8;6.0;1.785E7;1.68977025E7;2700000.0;2555955.0;6.0;0.0;1.0724E8;-0.0013;1.7445E7;0.0232;2583333.3333;0.0452;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT0000A32562;2024-01-24;2024-01-24T00:00:00;0.984502131;0.9903138318;0.9965129795;0.9918636188;AT0000A32562;A;T1;H14.00;N;N;2026-01-16T00:00:00;2026-01-15T00:00:00;2025-01-16T00:00:00;2026-01-16T00:00:00;ANNUA;FIX;4.0;40.0;2.307E8;2.307E8;2.31637629396E8;55.0;4194545.4545;4211593.2617;1200000.0;1204877.136;55.0;0.0;2.3343E8;-0.0117;4187211.9836;0.0018;1618333.3333;-0.2585;6200000.0;4600000.0;3700000.0;9.0;688888.8889;103.3181;500000.0;102.7024;103.3806;;;1123333.3333;4.5193;;;;;;;;;49.235;1.0997;;;;;;;;;;;;
AT0000A34QR4;2024-01-24;2024-01-24T00:00:00;0.9879891515;0.9910887253;0.991476172;0.9903138318;AT0000A34QR4;A;T1;H14.00;N;N;2026-05-30T00:00:00;2026-05-29T00:00:00;2025-05-30T00:00:00;2026-05-30T00:00:00;ANNUA;FIX;4.25;42.5;1.522E8;1.522E8;1.55823882E8;50.0;3044000.0;3116477.64;850000.0;870238.5;45.0;0.0;1.426866666667E8;0.0667;3137327.6531;-0.0297;853333.3333;-0.0039;4900000.0;;1400000.0;9.0;544444.4444;105.3626;500000.0;105.3852;105.3809;;;2256666.6667;1.1713;;;;;;;;;59.6908;0.7654;;;;;;;;;;;;
AT0000A2XLD9;2024-01-23;2024-01-23T00:00:00;0.8492832236;0.8791166215;0.9383959706;0.9302595893;AT0000A2XLD9;A;T1;H01.50;N;N;2026-04-28T00:00:00;2026-04-27T00:00:00;2025-04-28T00:00:00;2026-04-28T00:00:00;ANNUA;FIX;1.375;13.75;1.071E8;1.071E8;1.0140228E8;6.0;1.785E7;1.690038E7;2700000.0;2556360.0;6.0;0.0;1.0724E8;-0.0013;1.7445E7;0.0232;2583333.3333;0.0452;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT0000A326N4;2024-01-23;2024-01-23T00:00:00;0.0;0.0;0.9500193723;0.0;AT0000A326N4;A;T1;H02.50;N;N;2026-01-31T00:00:00;2026-01-30T00:00:00;2025-01-31T00:00:00;2026-01-31T00:00:00;ANNUA;FIX;3.125;31.25;4.32E7;4.32E7;4.302936E7;5.0;8640000.0;8605872.0;1000000.0;996050.0;5.0;0.0;4.342E7;-0.0051;8651555.5556;-0.0013;1025000.0;-0.0244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT0000A33SH3;2024-01-23;2024-01-23T00:00:00;0.9468690702;0.9411764706;0.8178368121;0.9335863378;AT0000A33SH3;A;T1;H01.50;N;N;2026-05-23T00:00:00;2026-05-22T00:00:00;2025-05-23T00:00:00;2026-05-23T00:00:00;ANNUA;FIX;2.9;29.0;1.151008E9;1.151008E9;1.1662780317934E9;96.0;1.19896666667E7;1.21487294978E7;1313500.0;1330925.7579;96.0;0.0;1.0763682666667E9;0.0693;1.11894293741E7;0.0715;1416500.0;-0.0727;8.991E7;4.1186E7;2.81517E9;20.0;4495500.0;103.894;1228000.0;104.3168;103.7255;20.0;0.0;6.86894333333E7;0.3089;3375354.8526;0.3319;447466.6667;1.7443;101.053;0.0281;100.9769;0.0331;101.0851;0.0261;;;;;;;;;;;;
AT0000A34QR4;2024-01-23;2024-01-23T00:00:00;0.9922510655;0.995738086;0.9895389384;0.9945757458;AT0000A34QR4;A;T1;H14.00;N;N;2026-05-30T00:00:00;2026-05-29T00:00:00;2025-05-30T00:00:00;2026-05-30T00:00:00;ANNUA;FIX;4.25;42.5;1.453E8;1.453E8;1.48601216E8;51.0;2849019.6078;2913749.3333;800000.0;818176.0;45.0;0.0;1.4203E8;0.023;3138574.1648;-0.0923;851666.6667;-0.0607;1.3E7;4900000.0;;9.0;1444444.4444;105.0119;1000000.0;105.0166;105.0033;;;2156666.6667;5.0278;;;;;;;;;59.6771;0.7595;;;;;;;;;;;;
