RequestedISIN;RequestedDate;referenceDate;compositeLiquidityScore;concentrationWeightedLiquidityScore;holdingScore;turnoverScore;isin;amountType;ecbTiering;ecbHaircut;optionFlag;zeroCouponFlag;couponPaymentDate;couponRecordDate;interestPeriodStartDate;interestPeriodEndDate;couponPaymentFrequency;rateType;couponInterestRate;couponGrossAmount;aggregatedHoldingData.freeFloatHolding;aggregatedHoldingData.freeFloatHoldingEur;aggregatedHoldingData.freeFloatMarketValueEur;aggregatedHoldingData.concentration;aggregatedHoldingData.averageHoldingSizeEur;aggregatedHoldingData.averageHoldingSizeMarketValueEur;aggregatedHoldingData.medianHoldingSizeEur;aggregatedHoldingData.medianHoldingSizeMarketValueEur;aggregatedHoldingData.simpleMovingAverage['30'].concentration;aggregatedHoldingData.simpleMovingAverage['30'].concentrationDelta;aggregatedHoldingData.simpleMovingAverage['30'].freeFloatHolding;aggregatedHoldingData.simpleMovingAverage['30'].freeFloatHoldingDelta;aggregatedHoldingData.simpleMovingAverage['30'].averageHoldingSize;aggregatedHoldingData.simpleMovingAverage['30'].averageHoldingSizeDelta;aggregatedHoldingData.simpleMovingAverage['30'].medianHoldingSize;aggregatedHoldingData.simpleMovingAverage['30'].medianHoldingSizeDelta;aggregatedTransactionData.totalVolCurrentBD.volumeEur;aggregatedTransactionData.totalVolNext1BD.volumeEur;aggregatedTransactionData.totalVolNext2BD.volumeEur;aggregatedTransactionData.transactionCount;aggregatedTransactionData.averageTicketSizeEur;aggregatedTransactionData.averageGrossSettlementPriceEur;aggregatedTransactionData.medianTicketSizeEur;aggregatedTransactionData.medianGrossSettlementPriceEur;aggregatedTransactionData.settlementVWAPEur;aggregatedTransactionData.simpleMovingAverage['30'].concentration;aggregatedTransactionData.simpleMovingAverage['30'].concentrationDelta;aggregatedTransactionData.simpleMovingAverage['30'].volume;aggregatedTransactionData.simpleMovingAverage['30'].volumeDelta;aggregatedTransactionData.simpleMovingAverage['30'].averageTicketSize;aggregatedTransactionData.simpleMovingAverage['30'].averageTicketSizeDelta;aggregatedTransactionData.simpleMovingAverage['30'].medianTicketSize;aggregatedTransactionData.simpleMovingAverage['30'].medianTicketSizeDelta;aggregatedTransactionData.simpleMovingAverage['30'].averageGrossSettlementPrice;aggregatedTransactionData.simpleMovingAverage['30'].averageGrossSettlementPriceDelta;aggregatedTransactionData.simpleMovingAverage['30'].medianGrossSettlementPrice;aggregatedTransactionData.simpleMovingAverage['30'].medianGrossSettlementPriceDelta;aggregatedTransactionData.simpleMovingAverage['30'].settlementVWAP;aggregatedTransactionData.simpleMovingAverage['30'].settlementVWAPDelta;transaction.transactionId;transaction.transactionDate;transaction.settlementDate;transaction.transactionType;transaction.transactionStatus;transaction.quantity;transaction.quantityUnit;transaction.cashAmount;transaction.cashSettlementCurrency;transaction.grossSettlementPrice;transaction.receivingPartyType;transaction.deliveringPartyType
AT0000A33SH3;2023-10-27;2023-10-27T00:00:00;0.9350393701;0.8661417323;0.811023622;0.907480315;AT0000A33SH3;A;T1;H01.50;N;N;2026-05-23T00:00:00;2026-05-22T00:00:00;2025-05-23T00:00:00;2026-05-23T00:00:00;ANNUA;FIX;2.9;29.0;1.323566E9;1.323566E9;1.3054551964099E9;97.0;1.36450103093E7;1.34583009939E7;2401000.0;2368146.3007;88.0;0.0;1.3521387E9;-0.0211;1.53546881449E7;-0.1113;2163083.3333;0.11;2.11978E8;1.26594E8;2.1341E7;52.0;4076500.0;100.6563;110000.0;100.0094;100.6645;33.0;0.0;1.167024333333E8;0.8164;4102899.6777;-0.0064;227566.6667;-0.5166;99.8224;0.0084;99.8773;0.0013;99.5533;0.0112;;;;;;;;;;;;
AT0000A2XLD9;2023-10-27;2023-10-27T00:00:00;0.8813151564;0.9069767442;0.9482758621;0.9446672013;AT0000A2XLD9;A;T1;H01.50;N;N;2026-04-28T00:00:00;2026-04-27T00:00:00;2025-04-28T00:00:00;2026-04-28T00:00:00;ANNUA;FIX;1.375;13.75;1.071E8;1.071E8;9.9340605E7;6.0;1.785E7;1.65567675E7;2700000.0;2504385.0;6.0;0.0;1.071466666667E8;-4.0E-4;1.76866666667E7;0.0092;2653333.3333;0.0176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT0000A34QR4;2023-10-27;2023-10-27T00:00:00;0.9743384122;0.9863672815;0.9939855654;0.9859663192;AT0000A34QR4;A;T1;H14.00;N;N;2026-05-30T00:00:00;2026-05-29T00:00:00;2025-05-30T00:00:00;2026-05-30T00:00:00;ANNUA;FIX;4.25;42.5;1.682E8;1.682E8;1.66301022E8;42.0;4004761.9048;3959548.1429;1150000.0;1137016.5;43.0;0.0;1.7731E8;-0.0514;4103714.1514;-0.0241;1248333.3333;-0.0788;3200000.0;2100000.0;700000.0;6.0;533333.3333;100.3494;100000.0;100.3158;100.3494;4.0;0.0;4613333.3333;-0.3064;1118293.771;-0.5231;1021666.6667;-0.9021;77.0099;0.3031;76.9358;0.3039;77.0152;0.303;;;;;;;;;;;;
AT0000A32562;2023-10-27;2023-10-27T00:00:00;0.8151563753;0.9466720128;0.9875701684;0.9101844427;AT0000A32562;A;T1;H14.00;N;N;2026-01-16T00:00:00;2026-01-15T00:00:00;2025-01-16T00:00:00;2026-01-16T00:00:00;ANNUA;FIX;4.0;40.0;2.332E8;2.332E8;2.269096632E8;53.0;4400000.0;4281314.4;1700000.0;1654144.2;54.0;0.0;2.302766666667E8;0.0127;4226343.8174;0.0411;1491666.6667;0.1397;;800000.0;2000000.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT0000A326N4;2023-10-27;2023-10-27T00:00:00;0.9931836407;0.9915797915;0.9735364876;0.9899759423;AT0000A326N4;A;T1;H02.50;N;N;2026-01-31T00:00:00;2026-01-30T00:00:00;2025-01-31T00:00:00;2026-01-31T00:00:00;ANNUA;FIX;3.125;31.25;4.76E7;4.76E7;4.645879E7;7.0;6800000.0;6636970.0;1000000.0;976025.0;6.0;0.0;4.963E7;-0.0409;8233888.8889;-0.1741;2450000.0;-0.5918;5800000.0;;600000.0;4.0;1450000.0;99.662;600000.0;99.662;99.662;;;193333.3333;29.0;;;;;;;;;3.3221;29.0;;;;;;;;;;;;
AT0000A2XLD9;2023-10-26;2023-10-26T00:00:00;0.8859895624;0.9076676034;0.9474106784;0.9458048976;AT0000A2XLD9;A;T1;H01.50;N;N;2026-04-28T00:00:00;2026-04-27T00:00:00;2025-04-28T00:00:00;2026-04-28T00:00:00;ANNUA;FIX;1.375;13.75;1.071E8;1.071E8;9.919602E7;6.0;1.785E7;1.653267E7;2700000.0;2500740.0;6.0;0.0;1.0717E8;-7.0E-4;1.7605E7;0.0139;2630000.0;0.0266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT0000A33SH3;2023-10-26;2023-10-26T00:00:00;0.875984252;0.8641732283;0.8070866142;0.8779527559;AT0000A33SH3;A;T1;H01.50;N;N;2026-05-23T00:00:00;2026-05-22T00:00:00;2025-05-23T00:00:00;2026-05-23T00:00:00;ANNUA;FIX;2.9;29.0;1.352681E9;1.352681E9;1.3313672518678E9;91.0;1.48646263736E7;1.46304093612E7;2479000.0;2439939.2151;87.0;0.0;1.3548419E9;-0.0016;1.54851303012E7;-0.0401;2164033.3333;0.1455;1.19012E8;2.11978E8;1.26594E8;26.0;4577384.6154;100.1961;50500.0;100.1105;100.0209;32.0;0.0;1.145410666667E8;0.039;4180258.3733;0.095;228033.3333;-0.7785;99.7976;0.004;99.882;0.0023;99.5061;0.0052;;;;;;;;;;;;
AT0000A32562;2023-10-26;2023-10-26T00:00:00;0.8305901244;0.9622641509;0.9963869932;0.9309514251;AT0000A32562;A;T1;H14.00;N;N;2026-01-16T00:00:00;2026-01-15T00:00:00;2025-01-16T00:00:00;2026-01-16T00:00:00;ANNUA;FIX;4.0;40.0;2.259E8;2.259E8;2.1937149E8;52.0;4344230.7692;4218682.5;1600000.0;1553760.0;54.0;0.0;2.302833333333E8;-0.019;4218605.7222;0.0298;1488333.3333;0.075;100000.0;;800000.0;;;;;;;4.0;0.0;1946666.6667;-0.9486;526574.0741;-0.8101;351666.6667;-0.7156;90.8342;0.1039;90.7524;0.1049;90.772;0.1046;;;;;;;;;;;;
AT0000A326N4;2023-10-26;2023-10-26T00:00:00;0.8289843436;0.859494179;0.9357687676;0.8887996788;AT0000A326N4;A;T1;H02.50;N;N;2026-01-31T00:00:00;2026-01-30T00:00:00;2025-01-31T00:00:00;2026-01-31T00:00:00;ANNUA;FIX;3.125;31.25;4.97E7;4.97E7;4.8420225E7;6.0;8283333.3333;8070037.5;2500000.0;2435625.0;6.0;0.0;4.97E7;0.0;8283333.3333;0.0;2500000.0;0.0;;5800000.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT0000A34QR4;2023-10-26;2023-10-26T00:00:00;0.9883580891;0.9911682055;0.9927739864;0.9923725411;AT0000A34QR4;A;T1;H14.00;N;N;2026-05-30T00:00:00;2026-05-29T00:00:00;2025-05-30T00:00:00;2026-05-30T00:00:00;ANNUA;FIX;4.25;42.5;1.691E8;1.691E8;1.67004851E8;41.0;4124390.2439;4073289.0488;1100000.0;1086371.0;43.0;0.0;1.773733333333E8;-0.0466;4119432.6142;0.0012;1253333.3333;-0.1223;8700000.0;3200000.0;2100000.0;10.0;870000.0;100.5049;900000.0;100.4831;100.5073;4.0;1.0;4520000.0;0.9248;1107182.6599;-0.2142;1025000.0;-0.122;77.2266;0.3014;77.1537;0.3024;77.2319;0.3014;;;;;;;;;;;;
AT0000A326N4;2023-10-25;2023-10-25T00:00:00;0.8289843436;0.8598956242;0.9361702128;0.889201124;AT0000A326N4;A;T1;H02.50;N;N;2026-01-31T00:00:00;2026-01-30T00:00:00;2025-01-31T00:00:00;2026-01-31T00:00:00;ANNUA;FIX;3.125;31.25;4.97E7;4.97E7;4.83618275E7;6.0;8283333.3333;8060304.5833;2500000.0;2432687.5;6.0;0.0;4.97E7;0.0;8283333.3333;0.0;2500000.0;0.0;;;5800000.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT0000A2XLD9;2023-10-25;2023-10-25T00:00:00;0.8883982336;0.9076676034;0.9482135688;0.9450020072;AT0000A2XLD9;A;T1;H01.50;N;N;2026-04-28T00:00:00;2026-04-27T00:00:00;2025-04-28T00:00:00;2026-04-28T00:00:00;ANNUA;FIX;1.375;13.75;1.071E8;1.071E8;9.894969E7;6.0;1.785E7;1.6491615E7;2700000.0;2494530.0;6.0;0.0;1.0717E8;-7.0E-4;1.7605E7;0.0139;2630000.0;0.0266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT0000A34QR4;2023-10-25;2023-10-25T00:00:00;0.9787234043;0.9951826576;0.9823364111;0.9867523083;AT0000A34QR4;A;T1;H14.00;N;N;2026-05-30T00:00:00;2026-05-29T00:00:00;2025-05-30T00:00:00;2026-05-30T00:00:00;ANNUA;FIX;4.25;42.5;1.717E8;1.717E8;1.69170859E8;42.0;4088095.2381;4027877.5952;1200000.0;1182324.0;43.0;0.0;1.772766666667E8;-0.0315;4127742.4131;-0.0096;1258333.3333;-0.0464;;8700000.0;3200000.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT0000A32562;2023-10-25;2023-10-25T00:00:00;0.8550782818;0.9626655961;0.9967884384;0.9482135688;AT0000A32562;A;T1;H14.00;N;N;2026-01-16T00:00:00;2026-01-15T00:00:00;2025-01-16T00:00:00;2026-01-16T00:00:00;ANNUA;FIX;4.0;40.0;2.332E8;2.332E8;2.26243644E8;53.0;4400000.0;4268748.0;1700000.0;1649289.0;54.0;0.0;2.305266666667E8;0.0116;4212607.5537;0.0445;1488333.3333;0.1422;100000.0;100000.0;;;;;;;;4.0;0.0;1943333.3333;-0.9485;523240.7407;-0.8089;348333.3333;-0.7129;87.4919;0.1454;87.41;0.1465;87.4297;0.1463;;;;;;;;;;;;
AT0000A33SH3;2023-10-25;2023-10-25T00:00:00;0.937007874;0.9173228346;0.8169291339;0.9291338583;AT0000A33SH3;A;T1;H01.50;N;N;2026-05-23T00:00:00;2026-05-22T00:00:00;2025-05-23T00:00:00;2026-05-23T00:00:00;ANNUA;FIX;2.9;29.0;1.36487E9;1.36487E9;1.3386076218672E9;91.0;1.49985714286E7;1.47099738667E7;2479000.0;2431299.9001;87.0;0.0;1.3576923333333E9;0.0053;1.55051244759E7;-0.0327;2139600.0;0.1586;2.54179E8;1.19012E8;2.11978E8;28.0;9077821.4286;99.7316;84000.0;99.7484;99.8435;31.0;0.0;1.132734E8;1.2439;4145044.1036;1.19;227516.6667;-0.6308;99.8065;-8.0E-4;99.8943;-0.0015;99.5211;0.0032;;;;;;;;;;;;
AT0000A32562;2023-10-24;2023-10-24T00:00:00;0.8783621036;0.9606583701;0.9963869932;0.9558410277;AT0000A32562;A;T1;H14.00;N;N;2026-01-16T00:00:00;2026-01-15T00:00:00;2025-01-16T00:00:00;2026-01-16T00:00:00;ANNUA;FIX;4.0;40.0;2.332E8;2.332E8;2.26208664E8;53.0;4400000.0;4268088.0;1700000.0;1649034.0;54.0;0.0;2.305266666667E8;0.0116;4204750.4109;0.0464;1485000.0;0.1448;300000.0;100000.0;100000.0;3.0;100000.0;99.8584;100000.0;99.8584;99.8584;4.0;0.0;1940000.0;-0.8454;519907.4074;-0.8077;345000.0;-0.7101;84.1513;0.1867;84.0695;0.1878;84.0891;0.1875;;;;;;;;;;;;
AT0000A2XLD9;2023-10-24;2023-10-24T00:00:00;0.8900040145;0.9084704938;0.9490164593;0.9458048976;AT0000A2XLD9;A;T1;H01.50;N;N;2026-04-28T00:00:00;2026-04-27T00:00:00;2025-04-28T00:00:00;2026-04-28T00:00:00;ANNUA;FIX;1.375;13.75;1.071E8;1.071E8;9.9008595E7;6.0;1.785E7;1.65014325E7;2700000.0;2496015.0;6.0;0.0;1.0717E8;-7.0E-4;1.7605E7;0.0139;2630000.0;0.0266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT0000A326N4;2023-10-24;2023-10-24T00:00:00;0.8285828984;0.8598956242;0.936571658;0.8896025692;AT0000A326N4;A;T1;H02.50;N;N;2026-01-31T00:00:00;2026-01-30T00:00:00;2025-01-31T00:00:00;2026-01-31T00:00:00;ANNUA;FIX;3.125;31.25;4.97E7;4.97E7;4.83717675E7;6.0;8283333.3333;8061961.25;2500000.0;2433187.5;6.0;0.0;4.97E7;0.0;8283333.3333;0.0;2500000.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT0000A34QR4;2023-10-24;2023-10-24T00:00:00;0.9879566439;0.9971898836;0.9911682055;0.9903653151;AT0000A34QR4;A;T1;H14.00;N;N;2026-05-30T00:00:00;2026-05-29T00:00:00;2025-05-30T00:00:00;2026-05-30T00:00:00;ANNUA;FIX;4.25;42.5;1.717E8;1.717E8;1.69297917E8;43.0;3993023.2558;3937160.8605;1200000.0;1183212.0;42.0;0.0;1.7723E8;-0.0312;4140858.5368;-0.0357;1261666.6667;-0.0489;8000000.0;;8700000.0;;;;;;;4.0;0.0;4256666.6667;0.8794;1084849.3266;2.6871;1001666.6667;2.9933;77.2984;0.288;77.1734;0.29;77.3142;0.2872;;;;;;;;;;;;
AT0000A33SH3;2023-10-24;2023-10-24T00:00:00;0.8585657371;0.7390438247;0.8227091633;0.8585657371;AT0000A33SH3;A;T1;H01.50;N;N;2026-05-23T00:00:00;2026-05-22T00:00:00;2025-05-23T00:00:00;2026-05-23T00:00:00;ANNUA;FIX;2.9;29.0;1.323439E9;1.323439E9;1.30145667821E9;88.0;1.50390795455E7;1.47892804342E7;2479500.0;2438315.505;87.0;0.0;1.3584802666667E9;-0.0258;1.55252125443E7;-0.0313;2116966.6667;0.1713;6.3708E7;2.54179E8;1.19012E8;61.0;1044393.4426;98.9083;235000.0;99.4996;98.8005;31.0;0.0;1.105036666667E8;-0.4235;4114016.7226;-0.7461;229216.6667;0.0252;99.835;-0.0093;99.9246;-0.0043;99.5387;-0.0074;;;;;;;;;;;;
AT0000A33SH3;2023-10-23;2023-10-23T00:00:00;0.9322709163;0.8087649402;0.8067729084;0.922310757;AT0000A33SH3;A;T1;H01.50;N;N;2026-05-23T00:00:00;2026-05-22T00:00:00;2025-05-23T00:00:00;2026-05-23T00:00:00;ANNUA;FIX;2.9;29.0;1.324817E9;1.324817E9;1.298857210885E9;92.0;1.44001847826E7;1.41180131618E7;2237500.0;2193656.1875;87.0;0.0;1.3603142E9;-0.0261;1.5591176148E7;-0.0764;2100283.3333;0.0653;2.01114E8;6.3708E7;2.54179E8;74.0;2717756.7568;98.8899;547500.0;99.2907;99.5358;30.0;1.0;1.111752E8;0.809;4200731.1441;-0.353;222050.0;1.4657;99.8926;-0.01;99.9611;-0.0067;99.5993;-6.0E-4;;;;;;;;;;;;
AT0000A2XLD9;2023-10-23;2023-10-23T00:00:00;0.8891566265;0.9120481928;0.9485943775;0.943373494;AT0000A2XLD9;A;T1;H01.50;N;N;2026-04-28T00:00:00;2026-04-27T00:00:00;2025-04-28T00:00:00;2026-04-28T00:00:00;ANNUA;FIX;1.375;13.75;1.071E8;1.071E8;9.883188E7;6.0;1.785E7;1.647198E7;2700000.0;2491560.0;6.0;0.0;1.0717E8;-7.0E-4;1.7605E7;0.0139;2630000.0;0.0266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
